ID|Monster Name|Type 1|Type 2|Type 3|Pri Element|Sec Element|Rareness|Cost|Mpoints|Artist|
2540|Traditional Daruma, Grand Tengu |Physical |Devil ||Wood |Light |4 Stars |20|3000||
2541|Guardian of Good Fortune, Medjedra |God |Balanced ||Wood |Light |4 Stars |20|3000||
2542|Yamatogoto Playing God, Sandalphon |God |Healer ||Light |Water |4 Stars |20|3000||
2543|Shinto Shrine's Dragon Knight, Himiko |Dragon |Healer ||Fire |Light |5 Stars |25|10||
2544|Prayer's Sacred Bird, Yatagarasu |Enhance Material |||Light ||3 Stars |8|1||
2545|A-Gyo |God |||Light ||3 Stars |8|1||
2546|Un-Gyo |God |||Dark ||3 Stars |8|1||
2547|Mugamazake |Dragon |||Light ||3 Stars |8|1||
2548|Yamatsumi |God |||Wood ||5 Stars |30|20||
2549|Awoken Yamatsumi |God |Physical ||Wood |Light |6 Stars |40|20||
2550|Takemikazuchi |God |Balanced ||Light ||5 Stars |30|20||
2551|Awoken Takemikazuchi |God |Balanced ||Light |Water |6 Stars |40|20||
2552|Denebola |Machine |God ||Fire ||5 Stars |15|5000||
2553|Sharp Cane Mechanical Star God, Denebola |Machine |God ||Fire |Wood |6 Stars |25|5000||
2554|Acubens |Machine |God ||Water ||5 Stars |15|5000||
2555|Pincers Mechanical Star God, Acubens |Machine |God ||Water |Fire |6 Stars |25|5000||
2556|Algedi |Machine |God ||Wood ||5 Stars |15|5000||
2557|Quick Blade Mechanical Star God, Algedi |Machine |God ||Wood |Light |6 Stars |25|5000||
2558|Alcyone |Machine |God ||Light ||5 Stars |15|5000||
2559|Waking Up Mechanical Star God, Alcyone |Machine |God ||Light |Water |6 Stars |25|5000||
2560|Hamal |Machine |God ||Dark ||5 Stars |15|5000||
2561|Dream Scythe Mechanical Star God, Hamal |Machine |God ||Dark |Wood |6 Stars |25|5000||
2562|Australis |Machine |God ||Wood ||5 Stars |30|15000||
2563|Destroying Bow Steel Star God, Australis |Machine |God ||Wood |Water |6 Stars |50|15000||
2564|Scheat |Machine |God ||Water ||6 Stars |40|50000||
2565|Protecting Vials Steel Star Goddess, Scheat |Machine |God ||Water |Fire |7 Stars |60|50000||
2566|Ancestral Blue Dragon Caller, Sonia |Dragon |Physical ||Water |Dark |8 Stars |70|50000||
2567|Past Life Jade Dragon Caller, Sonia |Dragon |Balanced ||Wood |Dark |8 Stars |70|50000||
2568|Guardian of the Sacred City, Athena Another |God |Attacker ||Light |Wood |7 Stars |60|15000||
2569|Green Gleaming Star Kirin, Sakuya Another |God |Physical |Dragon |Light |Wood |8 Stars |45|15000||
2570|Marvelous Red Dragon Caller, Sonia Another |Dragon |Devil ||Fire |Dark |7 Stars |60|15000||
2571|Holy Radiant Sky Goddess, Hikari |Healer |God ||Light |Light |6 Stars |30|1||
2572|Baby PreDRA |Vendor |||Light ||2 Stars |1|100||
2574|Osechi Party Fox, Mitsuki |Healer |Attacker ||Fire |Light |5 Stars |25|4000||
2575|Ancient Fire Dragon, Anomalocaris |Dragon |Machine ||Fire ||5 Stars |20|10||
2576|Ancient Wood Dragon, Anomalocaris |Dragon |Machine ||Wood ||5 Stars |20|10||
2577|Ancient Flame Dragon, Ammonite |Dragon |Machine ||Fire ||5 Stars |20|10||
2578|Ancient Lightning Dragon, Ammonite |Dragon |Machine ||Light ||5 Stars |20|10||
2579|Ancient Lake Dragon, Coelacanth |Dragon |Machine ||Water ||5 Stars |20|10||
2580|Ancient Ocean Dragon, Coelacanth |Dragon |Machine ||Dark ||5 Stars |20|10||
2581|Red Keeper |Machine |||Fire ||3 Stars |6|1||
2582|Flame Keeper |Machine |||Fire ||4 Stars |12|1||
2583|Blue Keeper |Machine |||Water ||3 Stars |6|1||
2584|Aqua Keeper |Machine |||Water ||4 Stars |12|1||
2585|Green Keeper |Machine |||Wood ||3 Stars |6|1||
2586|Wind Keeper |Machine |||Wood ||4 Stars |12|1||
2587|Yellow Keeper |Machine |||Light ||3 Stars |6|1||
2588|Lightning Keeper |Machine |||Light ||4 Stars |12|1||
2589|Purple Keeper |Machine |||Dark ||3 Stars |6|1||
2590|Phantom Keeper |Machine |||Dark ||4 Stars |12|1||
2591|Eschamali |Machine |God ||Dark ||6 Stars |40|50000||
2592|Judging Scale Steel Star Goddess, Eschamali |Machine |God ||Dark |Light |7 Stars |60|50000||
2593|Ragnarok Dragon |Dragon |Machine ||Wood ||8 Stars |80|1||
2594|Anti-God Machine, Ragnarok Dragon |Dragon |Machine ||Wood |Dark |9 Stars |99|1||
2595|Bolmeteus-Blue Flame Dragon |Dragon |Machine ||Fire |Water |7 Stars |40|5000||
2596|Bolshack-NEX |Dragon |Attacker ||Fire |Fire |6 Stars |32|3000||
2597|Lord of Spirits, Alphadios |Machine |God ||Light |Light |6 Stars |32|3000||
2598|Guardian of the Sacred City, Athena Another Card |Enhance Material |||Light |Wood |4 Stars |1|1||
2599|Green Gleaming Star Kirin, Sakuya Another Card |Enhance Material |||Light |Wood |4 Stars |1|1||
2600|Marvelous Red Dragon Caller, Sonia Another Card |Enhance Material |||Fire |Dark |4 Stars |1|1||
2601|Bouya Harumichi |Attacker |||Fire ||6 Stars |18|6000||
2602|UNPRINTABLE |Attacker |Dragon ||Fire |Light |7 Stars |28|6000||
2603|Megumi Hayashida |Attacker |||Fire ||6 Stars |18|6000||
2604|UNPRINTABLE |Attacker |Physical ||Fire |Dark |7 Stars |28|6000||
2605|Osamu Furukawa |Physical |||Wood ||5 Stars |15|4000||
2606|UNPRINTABLE |Physical |Attacker ||Wood |Fire |6 Stars |25|4000||
2607|Ryushin Kunou |Attacker |Devil ||Dark ||5 Stars |15|4000||
2608|UNPRINTABLE |Attacker |Devil ||Dark |Dark |6 Stars |25|4000||
2609|Tatsuya Bitou |Attacker |||Light ||5 Stars |15|4000||
2610|UNPRINTABLE |Attacker |||Light |Dark |6 Stars |25|4000||
2611|Yasuda |Balanced |||Fire ||4 Stars |10|3000||
2612|UNPRINTABLE |Balanced |||Fire |Wood |5 Stars |20|3000||
2613|Hideto Bandou |Attacker |Devil ||Dark ||4 Stars |10|3000||
2614|UNPRINTABLE |Attacker |Devil ||Dark |Fire |5 Stars |20|3000||
2615|Jou Kanayama |Physical |||Light ||4 Stars |10|3000||
2616|UNPRINTABLE |Physical |Attacker ||Light |Fire |5 Stars |20|3000||
2617|Kouichi Haruyama |Balanced |||Wood ||4 Stars |10|3000||
2618|UNPRINTABLE |Balanced |||Wood |Dark |5 Stars |20|3000||
2619|Murata Juuzou |Attacker |Devil ||Dark ||4 Stars |10|3000||
2620|UNPRINTABLE |Attacker |Devil ||Dark |Light |5 Stars |20|3000||
2621|Kouhei Jinnai |Attacker |||Dark ||4 Stars |12|10||
2622|UNPRINTABLE |Attacker |Devil ||Dark |Wood |5 Stars |22|10||
2623|Tetsuji Mayumi |Physical |||Dark ||3 Stars |10|1||
2624|UNPRINTABLE |Physical |Attacker ||Dark |Fire |4 Stars |20|1||
2625|Tomoyuki Ooshima |Attacker |||Dark ||3 Stars |10|1||
2626|UNPRINTABLE |Attacker |||Dark |Dark |4 Stars |20|1||
2627|Yukio Shiga |Attacker |||Dark ||3 Stars |10|1||
2628|UNPRINTABLE |Attacker |||Dark |Water |4 Stars |20|1||
2629|Hanazawa Saburou |Attacker |||Fire ||5 Stars |15|1||
2630|UNPRINTABLE |Attacker |||Fire |Light |6 Stars |25|1||
2631|Dragon's Jacket |Enhance Material |||Fire ||4 Stars |1|1||
2632|Meimeitei's Bentou |Enhance Material |||Fire ||4 Stars |1|1||
2633|Takiya Commerce High School's Uniform |Enhance Material |||Wood ||4 Stars |1|1||
2634|The Front of Armament's Jacket |Enhance Material |||Dark ||4 Stars |1|1||
2635|Housen Academy's Uniform |Enhance Material |||Light ||4 Stars |1|1||
2636|Heavenly Fire God, Agni |God |Attacker ||Fire ||6 Stars |40|25||
2637|Scorching Horned Heavenly Fire God, Agni |God |Attacker |Devil |Fire |Light |7 Stars |50|25||
2638|UNPRINTABLE |Dragon |||Wood ||6 Stars |40|20||
2639|UNPRINTABLE |Dragon |Devil ||Wood |Water |7 Stars |50|20||
2640|Fenrir |Devil |||Dark ||5 Stars |30|15000||
2641|Gods' Enemy Monstrous Wolf, Fenrir |Devil |Attacker ||Dark |Fire |6 Stars |50|15000||
2642|Metallic Star Dragon, Scorpio |Machine |Dragon ||Fire ||5 Stars |20|10||
2643|Metallic Star Dragon, Pisces |Machine |Dragon ||Water ||5 Stars |20|10||
2644|Metallic Star Dragon, Virgo |Machine |Dragon ||Wood ||5 Stars |20|10||
2645|Metallic Star Dragon, Light Gemini |Machine |Dragon ||Light ||5 Stars |20|10||
2646|Metallic Star Dragon, Dark Gemini |Machine |Dragon ||Dark ||5 Stars |20|10||
2647|Metallic Star Dragon, Leo |Machine |Dragon ||Fire ||5 Stars |20|10||
2648|Metallic Star Dragon, Cancer |Machine |Dragon ||Water ||5 Stars |20|10||
2649|Metallic Star Dragon, Capricorn |Machine |Dragon ||Wood ||5 Stars |20|10||
2650|Metallic Star Dragon, Taurus |Machine |Dragon ||Light ||5 Stars |20|10||
2651|Metallic Star Dragon, Aries |Machine |Dragon ||Dark ||5 Stars |20|10||
2652|Red Gadget |Machine |||Fire ||3 Stars |7|1||
2653|Blue Gadget |Machine |||Water ||3 Stars |7|1||
2654|Green Gadget |Machine |||Wood ||3 Stars |7|1||
2655|Yellow Gadget |Machine |||Light ||3 Stars |7|1||
2656|Purple Gadget |Machine |||Dark ||3 Stars |7|1||
2657|Heroic God-Emperor, Yamato Takeru |God |Dragon |Attacker |Fire |Fire |8 Stars |45|5000||
2658|Adored Starsea Goddess, Andromeda |God |Healer |Physical |Water |Water |8 Stars |45|5000||
2659|Brave Vanquishing Deity, Perseus |God |Balanced |Dragon |Wood |Wood |8 Stars |45|5000||
2660|Fervent Monkey King, Sun Wukong |God |Physical |Healer |Light |Light |8 Stars |45|5000||
2661|Cruel Bleak Night Goddess, Pandora |God |Devil |Healer |Dark |Dark |8 Stars |45|5000||
2662|Awoken Pandora |Devil |Physical ||Dark |Fire |7 Stars |35|5000||
2663|Reminiscent Norn, Urd |God |Attacker ||Fire |Water |7 Stars |50|15000||
2664|Creation Empress God, Izanami |God |Balanced ||Light |Water |8 Stars |70|20||
2665|Silk |Attacker |||Fire ||5 Stars |12|5000||
2666|Scarlet Jewel Princess, Silk |Attacker |||Fire |Light |6 Stars |22|5000||
2667|Carat |Healer |||Water ||5 Stars |12|5000||
2668|Azure Jewel Princess, Carat |Healer |||Water |Dark |6 Stars |22|5000||
2669|Cameo |Balanced |||Wood ||5 Stars |12|5000||
2670|Jade Jewel Princess, Cameo |Balanced |||Wood |Dark |6 Stars |22|5000||
2671|Facet |Balanced |||Light ||5 Stars |12|5000||
2672|Adamantine Jewel Princess, Facet |Balanced |||Light |Light |6 Stars |22|5000||
2673|Sheen |Devil |||Dark ||5 Stars |12|5000||
2674|Cymophane Jewel Princess, Sheen |Devil |||Dark |Dark |6 Stars |22|5000||
2675|Ichigo Kurosaki |Balanced |God ||Dark ||6 Stars |19|6000||
2676|Substitute Soul Reaper, Ichigo Kurosaki |Balanced |God ||Dark |Dark |7 Stars |29|6000||
2677|Hollow, Ichigo Kurosaki |Balanced |Devil ||Dark |Dark |8 Stars |39|6000||
2678|Rukia Kuchiki |Balanced |God ||Water ||6 Stars |19|6000||
2679|Squad 13 Lieutenant, Rukia Kuchiki |Balanced |God ||Water |Light |7 Stars |29|6000||
2680|Orihime Inoue |Healer |||Wood ||4 Stars |11|3000||
2681|SantenKesshun, Orihime Inoue |Healer |||Wood |Light |5 Stars |21|3000||
2682|Uryu Ishida |Balanced |||Light ||4 Stars |11|3000||
2683|Quincy, Uryu Ishida |Balanced |||Light |Light |5 Stars |21|3000||
2684|Yasutora Sado |Physical |||Fire ||4 Stars |11|3000||
2685|La Muerte, Yasutora Sado |Physical |||Fire |Wood |5 Stars |21|3000||
2686|Yoruichi Shihoin |Attacker |||Wood ||4 Stars |11|3000||
2687|Former Cmdr of Stealth Force, Yoruichi |Attacker |||Wood |Light |5 Stars |21|3000||
2688|Kisuke Urahara |Balanced |||Wood ||5 Stars |16|4000||
2689|Former R&D Chief, Kisuke Urahara |Balanced |||Wood |Dark |6 Stars |26|4000||
2690|Toshiro Hitsugaya |Balanced |God ||Water ||5 Stars |16|4000||
2691|Squad 10 Captain, Toshiro Hitsugaya |Balanced |God ||Water |Water |6 Stars |26|4000||
2692|Rangiku Matsumoto |Balanced |God ||Wood ||4 Stars |11|3000||
2693|Squad 10 Lieutenant, Rangiku Matsumoto |Balanced |God ||Wood |Wood |5 Stars |21|3000||
2694|Kenpachi Zaraki |Attacker |God ||Dark ||5 Stars |16|4000||
2695|Squad 11 Captain, Kenpachi Zaraki |Attacker |God ||Dark |Dark |6 Stars |26|4000||
2696|Ikkaku Madarame |Attacker |God ||Wood ||4 Stars |11|1||
2697|Squad 11, 3rd Seat, Ikkaku Madarame |Attacker |God ||Wood |Fire |5 Stars |21|1||
2698|Renji Abarai |Attacker |God ||Fire ||4 Stars |11|1||
2699|Squad 6 Lieutenant, Renji Abarai |Attacker |God ||Fire |Light |5 Stars |21|1||
2700|Mayuri Kurotsuchi |Balanced |God ||Dark ||5 Stars |15|1||
2701|Squad 12 Captain, Mayuri Kurotsuchi |Balanced |God ||Dark |Wood |6 Stars |25|1||
2702|Byakuya Kuchiki |Attacker |God ||Light ||5 Stars |15|10||
2703|Squad 6 Captain, Byakuya Kuchiki |Attacker |God ||Light |Wood |6 Stars |25|10||
2704|Zangetsu |Attacker |||Dark |Dark |5 Stars |20|1||
2705|Zanpakuto, Zangetsu |Enhance Material |||Dark ||4 Stars |1|1||
2706|Zanpakuto, Sodenoshirayuki |Enhance Material |||Water ||4 Stars |1|1||
2707|Zanpakuto, Benihime |Enhance Material |||Wood ||4 Stars |1|1||
2708|Zanpakuto, Hyorinmaru |Enhance Material |||Water ||4 Stars |1|1||
2709|Kenpachi's Zanpakuto |Enhance Material |||Dark ||4 Stars |1|1||
2710|Sherias |Dragon |God ||Water ||5 Stars |30|15000||
2711|Winged Savior Dragon Knight God, Sherias |Dragon |God ||Water |Light |6 Stars |50|15000||
2712|Baldin |Dragon |Machine ||Fire ||6 Stars |40|50000||
2713|Radiant Blade Mech Dragon God, Baldin |Dragon |Machine ||Fire |Dark |7 Stars |60|50000||
2714|Prophetic Norn, Skuld |God |Physical ||Water |Wood |8 Stars |70|50000||
2715|Awoken King Gold Necky, Force |Physical |Enhance Material ||Light |Light |8 Stars |32|8320||
2716|Smithing God, Hephaestus Dragon |Dragon |God ||Fire ||10 Stars |99|99||
2717|White Rainbow Ark, Noah Dragon |Dragon |God ||Water ||10 Stars |99|99||
2718|Original Goddess, Gaia Dragon |Dragon |Machine ||Wood ||10 Stars |99|99||
2719|Almighty God, Zeus Dragon |Dragon |God ||Light ||10 Stars |99|99||
2720|Darkness Goddess, Hera Dragon |Dragon |God ||Dark ||10 Stars |99|99||
2721|Hephaestus |God |||Fire ||5 Stars |30|20||
2722|Awoken Hephaestus |God |Attacker ||Fire |Fire |6 Stars |40|20||
2723|Flamtan |Enhance Material |||Fire ||8 Stars |1|1||
2724|Bubtan |Enhance Material |||Water ||8 Stars |1|1||
2725|Woodtan |Enhance Material |||Wood ||8 Stars |1|1||
2726|Shyntan |Enhance Material |||Light ||8 Stars |1|1||
2727|Badtan |Enhance Material |||Dark ||8 Stars |1|1||
2728|Maple |Attacker |||Dark ||4 Stars |12|1||
2729|Donder Legend, Maple |Attacker |||Dark |Light |5 Stars |22|1||
2730|Takkun |Balanced |||Water ||4 Stars |12|1||
2731|Time Guardians, Takkun & Tikkun |Balanced |||Water |Light |5 Stars |22|1||
2732|Princess Soprano |Healer |||Light ||5 Stars |15|1||
2733|Princess Soprano and the Mysterious Orbs |Healer |||Light |Wood |6 Stars |25|1||
2734|LINKA |Balanced |||Light ||6 Stars |20|1||
2735|GC Navigator, LINKA |Balanced |||Light |Light |7 Stars |30|1||
2736|Dragon Caller, Sonia Gran Reverse |Dragon |||Dark |Light |7 Stars |40|25||
2737|Dusking Dragon Caller, Sonia Gran Reverse |Dragon |||Dark |Light |8 Stars |50|25||
2738|Original Goddess of Decision, Gaia |God |Attacker ||Wood |Wood |8 Stars |45|15||
2739|Reincarnated Burning Phoenix Knight, Homura |Balanced |God |Machine |Fire |Fire |7 Stars |34|1||
2740|Reincarnated Torrential Fenrir Knight, Kamui |Balanced |Devil |Machine |Water |Water |7 Stars |34|1||
2741|Reincarnated Ancient Dragon Knight, Zeal |Dragon |Balanced |Machine |Wood |Wood |7 Stars |34|1||
2742|Reincarnated Godly Knight of the Sky, Verche |God |Balanced |Machine |Light |Light |7 Stars |34|1||
2743|Reincarnated Chaos Dragon Knight, Voice |Dragon |Balanced |Machine |Dark |Dark |7 Stars |34|1||
2744|Enthusiast Red Dragonbound, Gadius |Dragon |Healer ||Fire |Light |7 Stars |60|15000||
2745|Chaotic Black Dragonbound, Typhon |Dragon |Balanced ||Dark |Water |8 Stars |70|50000||
2746|One-Eyed Hell Phantom Demon, Zuoh |Devil |Physical ||Dark |Wood |7 Stars |60|15000||
2747|Awoken Ares |Devil |Attacker ||Fire |Wood |7 Stars |35|5000||
2748|Awoken Hermes |Devil |Attacker ||Water |Fire |7 Stars |35|5000||
2749|Awoken Artemis |Attacker |Devil ||Wood |Water |7 Stars |35|5000||
2750|Awoken Apollo |Healer |Attacker ||Light |Wood |7 Stars |35|5000||
2751|Awoken Persephone |Attacker |Devil ||Dark |Water |7 Stars |35|5000||
2752|Celestial Guardian Dragon, Avalon Drake |God |Dragon |Machine |Wood |Light |7 Stars |40|5000||
2753|Whirlwind Dragon Emperor, Sevenzard |Dragon |||Wood ||6 Stars |50|50||
2754|Rainbow Wing Whirlwind Dragon Emperor, Sevenzard |Dragon |Balanced ||Wood |Dark |7 Stars |80|50||
2755|Four Noble Ones, Xiang Mei |Healer |||Fire ||8 Stars |80|1||
2756|Crimson Orchid Virtue, Xiang Mei |Healer |||Fire ||9 Stars |99|1||
2757|Four Noble Ones, You Yu |Attacker |||Water ||8 Stars |80|1||
2758|Blue Bamboo Virtue, You Yu |Attacker |||Water ||9 Stars |99|1||
2759|Four Noble Ones, Xiu Min |Physical |||Light ||8 Stars |80|1||
2760|Yellow Chrysanthemum Virtue, Xiu Min |Physical |||Light ||9 Stars |99|1||
2761|Four Noble Ones, Xin Hua |Balanced |||Dark ||8 Stars |80|1||
2762|Purple Plum Virtue, Xin Hua |Balanced |||Dark ||9 Stars |99|1||
2763|Moogle |Healer |Physical ||Light ||4 Stars |8|1||
2764|Cloud & Fenrir |Attacker |Machine ||Light |Light |8 Stars |32|6000||
2765|One-Winged Angel, Sephiroth |Attacker |Devil ||Dark |Dark |8 Stars |32|6000||
2766|Unwavering Summoner, Yuna |Healer |Attacker ||Light |Water |8 Stars |32|6000||
2767|Cecil |Attacker |Devil ||Dark ||6 Stars |12|6000||
2768|Dark Knight, Cecil |Attacker |Devil ||Dark |Dark |7 Stars |22|6000||
2769|Paladin, Cecil |Attacker |Physical ||Light |Dark |7 Stars |22|6000||
2770|Bartz |Balanced |||Wood ||5 Stars |12|4000||
2771|Adventurous Wind, Bartz |Balanced |||Wood |Light |6 Stars |22|4000||
2772|Terra |Attacker |||Fire ||5 Stars |12|4000||
2773|Trance Terra |Attacker |||Fire |Light |6 Stars |22|4000||
2774|Shantotto |Attacker |||Dark ||5 Stars |12|4000||
2775|Menacing Black Mage, Shantotto |Attacker |Devil ||Dark |Wood |6 Stars |22|4000||
2776|Vaan |Attacker |||Light ||5 Stars |12|4000||
2777|Novice Sky Pirate, Vaan |Attacker |Physical ||Light |Fire |6 Stars |22|4000||
2778|Lightning |Attacker |Healer ||Light ||6 Stars |12|6000||
2779|Knight of Etro, Lightning |Attacker |Healer ||Light |Light |7 Stars |22|6000||
2780|Savior, Lightning |Attacker |Healer ||Light |Light |8 Stars |32|6000||
2781|Y'shtola |Healer |||Water ||5 Stars |12|4000||
2782|Scion of the Seventh Dawn, Y'shtola |Healer |Attacker ||Water |Wood |6 Stars |22|4000||
2783|Rain |Balanced |||Fire ||4 Stars |10|3000||
2784|Royal Knight, Rain |Balanced |||Fire |Light |5 Stars |20|3000||
2785|Ultimecia |Devil |||Dark |Light |5 Stars |12|1||
2786|Trance Kuja |Attacker |||Fire |Dark |5 Stars |12|1||
2787|Braska's Final Aeon |Physical |||Water |Dark |5 Stars |12|1||
2788|Shadow Lord |Devil |||Dark |Dark |5 Stars |12|1||
2789|Gabranth |Physical |||Wood |Dark |5 Stars |12|1||
2790|Orphan, First Form |God |||Light ||5 Stars |12|10||
2791|Orphan, Second Form |God |Devil ||Light |Dark |6 Stars |22|10||
2792|Cecil's Dark Sword |Enhance Material |||Dark ||5 Stars |1|1||
2793|Bartz's Brave Blade |Enhance Material |||Wood ||5 Stars |1|1||
2794|Terra's Enhancer |Enhance Material |||Fire ||5 Stars |1|1||
2795|Shantotto's Iridal Staff |Enhance Material |||Dark ||5 Stars |1|1||
2796|Vaan's Zwill Crossblade |Enhance Material |||Light ||5 Stars |1|1||
2797|Lightning's Blazefire Saber |Enhance Material |||Light ||5 Stars |1|1||
2798|Y'shtola's Thyrus |Enhance Material |||Water ||5 Stars |1|1||
2799|Extreme Dragoon |Physical |Dragon ||Water |Water |6 Stars |25|3000||
2800|Extreme Berserker |Physical |Attacker ||Fire |Fire |6 Stars |25|3000||
2801|Extreme Archer |Balanced |Devil ||Wood |Wood |6 Stars |25|3000||
2802|Extreme Black Mage |Attacker |Devil ||Dark |Water |6 Stars |25|3000||
2803|Extreme Juggler |Devil |Attacker ||Dark |Fire |7 Stars |29|5000||
2804|Shuten-doji |Devil |||Fire |Dark |6 Stars |40|25||
2805|Demon Leader, Shuten-doji |Devil |Attacker ||Fire |Dark |7 Stars |50|25||
2806|War God of Protection, Takeminakata |God |Physical ||Light |Fire |7 Stars |70|15||
2807|Colorful Queen, Hera-Beorc |Devil |God ||Wood |Dark |8 Stars |70|20||
2808|Green Light's Blossom, Kaguya-Hime |Healer |God ||Wood |Light |8 Stars |40|25||
2809|Ecstatic Mythical Beast Demon, Aamir |Devil |Healer ||Dark |Wood |7 Stars |50|20||
2810|Sincere Class Monitor, Athena |God |Healer |Attacker |Wood |Light |8 Stars |60|15000||
2811|Sacred Discipline Committee Chair, Athena |God |Attacker |Healer |Wood |Wood |8 Stars|60|15000||
2812|Beautiful and Intelligent Scholarship Student, Isis |Attacker |Healer ||Water |Dark |7 Stars |35|15000||
2813|Light Music Club's Kirin Princess, Sakuya |Dragon |Balanced |Machine |Water |Wood |8 Stars |40|25000||
2814|Library Room's Manager God, Kali |God |Healer ||Wood |Dark |8 Stars |70|25000||
2815|Newspaper Club's Reporter, Sarutobi Sasuke |Attacker |Devil ||Water |Wood |5 Stars |25|5000||
2816|Pet Caretaking's Club, Red Riding Hood |Healer |Physical ||Fire |Fire |4 Stars |16|3000||
2817|Fortune-telling Club President, Snow White |Physical |God ||Water |Water |4 Stars |16|3000||
2818|Go-Home Club's Tomboy, Thumbelina |Attacker |Healer ||Wood |Wood |4 Stars |16|3000||
2819|Drama Club's Heroine, Cinderella |Physical |God ||Light |Light |4 Stars |16|3000||
2820|Book Club's Literary Princess, Sleeping Beauty |Balanced |Devil ||Dark |Dark |4 Stars |16|3000||
2821|Volleyball Club's Devil, Theurgia |Attacker |Devil ||Fire |Wood |5 Stars |20|4000||
2822|Newspaper Club's New Member, Waron |Dragon |||Water |Water |3 Stars |8|1||
2823|Aloof Delinquent, Dark Dragon Swordsman |Dragon |||Dark |Dark |3 Stars |8|1||
2824|Guardian of Metropolis, Superman |Attacker |Physical ||Light |Fire |7 Stars |35|5000||
2825|Invincible Heroine, Wonder Woman |Attacker |God ||Wood |Light |6 Stars |30|3000||
2826|Knightmare Batman |Devil |||Dark ||5 Stars |15|5000||
2827|Armored Batman |Devil |Machine ||Dark ||6 Stars |25|5000||
2828|Charging Superman Soldier |Attacker |||Dark ||3 Stars |8|1||
2829|Assault Superman Soldier |Attacker |||Dark ||3 Stars |8|1||
2830|Entrepreneur, Lex Luthor |Balanced |||Light ||5 Stars |10|1||
2831|Genius Scientist, Lex Luthor |Balanced |Devil ||Light |Dark |6 Stars |20|1||
2832|Artificial Lifeform, Doomsday |Devil |||Dark ||5 Stars |12|10||
2833|Immortal Enemy, Doomsday |Devil |Physical ||Dark |Fire |6 Stars |22|10||
2834|Superman's Emblem |Enhance Material |||Light ||5 Stars |1|1||
2835|Supergirl's Emblem |Enhance Material |||Light ||5 Stars |1|1||
2836|Batman's Emblem |Enhance Material |||Dark ||5 Stars |1|1||
2837|Hanuman |Attacker |||Wood ||6 Stars |40|25||
2838|White Monkey Retainer, Hanuman |Attacker |Physical ||Wood |Water |7 Stars |50|25||
2839|Sesshomaru |Balanced |Devil ||Dark ||6 Stars |15|6000||
2840|Merciful Heart, Sesshomaru |Balanced |Devil ||Dark |Light |7 Stars |25|6000||
2841|Kikyo |Healer |||Light ||4 Stars |10|3000||
2842|Purifying Power, Kikyo |Healer |||Light |Dark |5 Stars |20|3000||
2843|Hyou |Attacker |||Dark ||5 Stars |12|4000||
2844|Exorcist, Hyou |Attacker |Devil ||Dark |Dark |6 Stars |22|4000||
2845|Kurei |Attacker |||Fire ||5 Stars |12|4000||
2846|Kurei, Leader of the Uruha |Attacker |Devil ||Fire |Dark |6 Stars |22|4000||
2847|Kyoza Meguri |Attacker |||Water ||4 Stars |10|3000||
2848|Water Swordsman, Kyoza Meguri |Attacker |||Water |Water |5 Stars |20|3000||
2849|Koganei Kaoru |Attacker |||Light ||4 Stars |10|3000||
2850|Hokage's Raid Leader, Koganei Kaoru |Attacker |||Light |Light |5 Stars |20|3000||
2851|Ishijima Domon |Physical |||Dark ||4 Stars |10|3000||
2852|Franken, Ishijima Domon |Physical |||Dark |Fire |5 Stars |20|3000||
2853|Sinbad |Balanced |||Wood ||6 Stars |15|6000||
2854|Focalor Djinn Equip, Sinbad |Balanced |Devil ||Wood |Dark |7 Stars |25|6000||
2855|Ren Hakuryuu |Attacker |||Wood ||4 Stars |10|3000||
2856|Zagan Djinn Equip, Ren Hakuryuu |Attacker |Devil ||Wood |Dark |5 Stars |20|3000||
2857|Ren Kougyoku |Attacker |||Water ||4 Stars |10|3000||
2858|Vinea Djinn Equip, Ren Kougyoku |Attacker |Devil ||Water |Water |5 Stars |20|3000||
2859|Mitsuhashi & Ito |Attacker |Physical ||Light |Dark |5 Stars |12|4000||
2860|Strongest Duo, Mitsuhashi & Ito |Attacker |Physical ||Light |Dark |6 Stars |22|4000||
2861|Edogawa Conan |Balanced |||Water ||5 Stars |12|4000||
2862|Mystery Solver Detective, Edogawa Conan |Balanced |Machine ||Water |Light |6 Stars |22|4000||
2863|Rachel Moore |Balanced |||Wood ||4 Stars |10|1||
2864|Karate Club Captain, Rachel Moore |Balanced |||Wood |Light |5 Stars |20|1||
2865|Sagara Takeshi |Attacker |||Dark ||4 Stars |11|1||
2866|Rabid Dog, Sagara Takeshi |Attacker |||Dark |Wood |5 Stars |21|1||
2867|Gin |Balanced |||Dark ||4 Stars |11|1||
2868|Men in Black, Gin & Vodka |Balanced |Devil ||Dark |Dark |5 Stars |21|1||
2869|Inuyasha, 2nd Volume |Enhance Material |||Dark ||4 Stars |1|1||
2870|Flame of Recca, 2nd Volume |Enhance Material |||Fire ||4 Stars |1|1||
2871|Magi, 3rd Volume |Enhance Material |||Wood ||4 Stars |1|1||
2872|Kyo Kara Ore Wa!!, 1st Volume |Enhance Material |||Light ||4 Stars |1|1||
2873|Case Closed, 1st Volume |Enhance Material |||Water ||4 Stars |1|1||
2874|Ushio & Tora, 2nd Volume |Enhance Material |||Dark ||4 Stars |1|1||
