Generated 10-29-2016: 7:30PM (Run time: 4H:30M)

1 |Total Attributes:  8 |Tyrra ||Dragon |Fire |2 Stars |2 |1 |Shinnosuke Hino |
2343 |Total Attributes:  7 |Angry Tigrex & Rex Cat ||Dragon | /  |Physical |Wood | /  |Fire |7 Stars |35 |5000 |
2344 |Total Attributes:  7 |Chaotic Gore Magala & Gore Cat ||Devil | /  |Dragon |Dark | /  |Dark |7 Stars |35 |5000 |
2345 |Total Attributes:  7 |Poogie ||Balanced |Fire |5 Stars |15 |1 |
2346 |Total Attributes:  7 |Poogie and Airou ||Balanced |Fire | /  |Wood |6 Stars |25 |1 |
2347 |Total Attributes:  7 |Rathalos Cat Blade ||Enhance Material |Fire |4 Stars |1 |1 |
2348 |Total Attributes:  7 |Rathian Cat Rapier ||Enhance Material |Wood |4 Stars |1 |1 |
2349 |Total Attributes:  7 |Rex Cat Hammer ||Enhance Material |Wood |4 Stars |1 |1 |
2350 |Total Attributes:  7 |Cat Lantern ||Enhance Material |Dark |4 Stars |1 |1 |
2351 |Total Attributes:  7 |gungnir ||Enhance Material |Wood |4 Stars |1 |1 |
2352 |Total Attributes:  7 |Magic Spear, gungnir ||Enhance Material |Water |4 Stars |1 |1 |
2353 |Total Attributes:  7 |Eren Yeager ||Attacker | /  |Machine |Fire |5 Stars |12 |5000 |
2354 |Total Attributes:  7 |Hope of Mankind, Eren Yeager ||Attacker | /  |Machine |Fire | /  |Light |6 Stars |22 |5000 |
2355 |Total Attributes:  7 |Attack on Titan, Eren Yeager ||Attacker | /  |Physical |Fire | /  |Light |7 Stars |32 |5000 |
2356 |Total Attributes:  7 |Mikasa Ackerman ||Attacker | /  |Machine |Water |5 Stars |12 |5000 |
2357 |Total Attributes:  7 |Calm Beast, Mikasa Ackerman ||Attacker | /  |Machine |Water | /  |Fire |6 Stars |22 |5000 |
2358 |Total Attributes:  7 |Levi ||Attacker | /  |Machine |Dark |5 Stars |12 |5000 |
2359 |Total Attributes:  7 |Survey Corp Lance Corporal, Levi ||Attacker | /  |Machine |Dark | /  |Dark |6 Stars |22 |5000 |
2360 |Total Attributes:  7 |Mankind's Strongest Soldier, Levi ||Attacker | /  |Machine |Dark | /  |Dark |7 Stars |32 |5000 |
2361 |Total Attributes:  7 |Armin Arlert ||Balanced | /  |Machine |Wood |4 Stars |10 |3000 |
2362 |Total Attributes:  7 |Strategic Genius, Armin Arlert ||Balanced | /  |Machine |Wood | /  |Water |5 Stars |20 |3000 |
2363 |Total Attributes:  7 |Erwin Smith ||Balanced |Light |4 Stars |10 |3000 |
2364 |Total Attributes:  7 |Survey Corps Commander, Erwin Smith ||Balanced | /  |Machine |Light | /  |Wood |5 Stars |20 |3000 |
2365 |Total Attributes:  7 |Jean Kirstein ||Balanced | /  |Machine |Fire |4 Stars |10 |3000 |
2366 |Total Attributes:  7 |Desperate Courage, Jean Kirstein ||Balanced | /  |Machine |Fire | /  |Dark |5 Stars |20 |3000 |
2367 |Total Attributes:  7 |UNPRINTABLE ||Balanced |Dark |4 Stars |10 |3000 |
2368 |Total Attributes:  7 |UNPRINTABLE ||Balanced | /  |Machine |Dark | /  |Wood |5 Stars |20 |3000 |
2369 |Total Attributes:  7 |Krista Lenz ||Healer |Light |4 Stars |10 |3000 |
2370 |Total Attributes:  7 |Corps' Goddess, Krista Lenz ||Healer | /  |Machine |Light | /  |Light |5 Stars |20 |3000 |
2371 |Total Attributes:  7 |Sasha Blouse ||Physical |Wood |4 Stars |10 |3000 |
2372 |Total Attributes:  7 |Wonders of Appetite, Sasha Blouse ||Physical | /  |Machine |Wood | /  |Fire |5 Stars |20 |3000 |
2373 |Total Attributes:  7 |Armored Titan ||Physical |Wood |4 Stars |12 |1 |
2374 |Total Attributes:  7 |Combat State, Armored Titan ||Physical |Wood | /  |Dark |5 Stars |22 |1 |
2375 |Total Attributes:  7 |Colossus Titan ||Physical |Fire |4 Stars |12 |1 |
2376 |Total Attributes:  7 |Combat State, Colossus Titan ||Physical |Fire | /  |Fire |5 Stars |22 |1 |
2377 |Total Attributes:  7 |Female Titan ||Attacker |Light |4 Stars |12 |10 |
2378 |Total Attributes:  7 |Combat State, Female Titan ||Attacker |Light | /  |Fire |5 Stars |22 |10 |
2379 |Total Attributes:  7 |Picture of Eren ||Enhance Material |Fire |4 Stars |1 |1 |
2380 |Total Attributes:  7 |Picture of Mikasa ||Enhance Material |Water |4 Stars |1 |1 |
2381 |Total Attributes:  7 |Picture of Levi ||Enhance Material |Dark |4 Stars |1 |1 |
2382 |Total Attributes:  7 |Aegir ||God |Water |5 Stars |30 |25 |
2383 |Total Attributes:  7 |Awoken Aegir ||God | /  |Physical |Water | /  |Wood |6 Stars |40 |25 |
2384 |Total Attributes:  7 |Ruling Firestorm God, Set ||God | /  |Attacker |Fire | /  |Wood |7 Stars |35 |5000 |
2385 |Total Attributes:  7 |Divine Galaxy Goddess, Nut ||God | /  |Physical |Water | /  |Water |7 Stars |35 |5000 |
2386 |Total Attributes:  7 |Soul-Judging God of Dark Riches, Osiris ||God | /  |Balanced |Wood | /  |Wood |7 Stars |35 |5000 |
2387 |Total Attributes:  7 |Sacred Life Goddess of the Colored Sky, Hathor ||God | /  |Healer |Light | /  |Water |7 Stars |35 |5000 |
2388 |Total Attributes:  7 |Soaring Night Goddess of the Dead, Nephthys ||God | /  |Devil |Dark | /  |Fire |7 Stars |35 |5000 |
2389 |Total Attributes:  7 |Awoken Sakuya ||Dragon | /  |Healer |Light | /  |Water |7 Stars |40 |5000 |
2390 |Total Attributes:  7 |Thought Spinner Norn, Verdandi ||God | /  |Balanced |Wood | /  |Fire |7 Stars |50 |15000 |
2391 |Total Attributes:  7 |White Rainbow Ark, Noah ||God | /  |Physical |Water | /  |Light |8 Stars |40 |20 |
2392 |Total Attributes:  7 |Awoken Freyr ||Attacker | /  |Physical |Fire | /  |Water |7 Stars |40 |5000 |
2393 |Total Attributes:  7 |Awoken Idunn&Idunna ||Physical | /  |Devil |Water | /  |Dark |7 Stars |40 |5000 |
2394 |Total Attributes:  7 |Awoken Freyja ||Devil | /  |Attacker |Wood | /  |Dark |7 Stars |40 |5000 |
2395 |Total Attributes:  7 |Awoken Thor ||Devil | /  |Attacker |Light | /  |Water |7 Stars |40 |5000 |
2396 |Total Attributes:  7 |Awoken Loki ||Physical | /  |Devil |Dark | /  |Light |7 Stars |40 |5000 |
2397 |Total Attributes:  7 |Surtr ||Physical |Fire |5 Stars |30 |20 |
2398 |Total Attributes:  7 |Awoken Surtr ||Physical | /  |Attacker |Fire | /  |Dark |6 Stars |40 |20 |
2399 |Total Attributes:  7 |Heimdallr ||God |Light |5 Stars |30 |20 |
2400 |Total Attributes:  7 |Awoken Heimdallr ||God | /  |Physical |Light | /  |Water |6 Stars |40 |20 |
2401 |Total Attributes:  7 |Hel ||Devil |Dark |5 Stars |30 |25 |
2402 |Total Attributes:  7 |Awoken Hel ||Devil | /  |Dragon |Dark | /  |Light |6 Stars |40 |25 |
2403 |Total Attributes:  7 |Master of the Masquerade, Pumpkin Joker ||Dragon | /  |Devil |Dark | /  |Water |6 Stars |30 |10 |
2404 |Total Attributes:  7 |Bewitching Demon Bird, Cockatrice ||Healer |Water | /  |Dark |3 Stars |12 |1 |
2405 |Total Attributes:  7 |Master Candy Collector, Wicked Lady ||Devil |Dark |3 Stars |12 |1 |
2406 |Total Attributes:  7 |Old Castle Blue Dragon Caller, Sonia ||Dragon | /  |Physical |Dark | /  |Water |7 Stars |60 |15000 |
2407 |Total Attributes:  7 |Mistress of the Old Castle, Kali ||God | /  |Devil |Dark | /  |Light |8 Stars |60 |25000 |
2408 |Total Attributes:  7 |Masquerade Guest, Izanami ||God | /  |Balanced |Dark | /  |Water |4 Stars |20 |3000 |
2409 |Total Attributes:  7 |Mysterious Guest, Laila ||Attacker | /  |Devil |Dark | /  |Dark |6 Stars |25 |5000 |
2410 |Total Attributes:  7 |Moonlit Prowler, Vampire Lord ||Devil | /  |Balanced |Dark | /  |Fire |6 Stars |25 |5000 |
2411 |Total Attributes:  7 |Spirit of the Masquerade, Alraune ||Healer | /  |Devil |Dark | /  |Wood |6 Stars |25 |6000 |
2412 |Total Attributes:  7 |Playful Star Gods, Thoth & Sopdet ||God | /  |Devil |Dark | /  |Light |4 Stars |20 |3000 |
2413 |Total Attributes:  7 |Metalit ||Enhance Material |Dark |4 Stars |1 |1 |
2414 |Total Attributes:  7 |Dub-Metalit ||Enhance Material |Dark |5 Stars |1 |1 |
2415 |Total Attributes:  7 |Antares ||Machine | /  |God |Fire |5 Stars |15 |5000 |
2416 |Total Attributes:  7 |Thorned Mechanical Star God, Antares ||Machine | /  |God |Fire | /  |Light |6 Stars |25 |5000 |
2417 |Total Attributes:  7 |Alrescha ||Machine | /  |God |Water |5 Stars |15 |5000 |
2418 |Total Attributes:  7 |Milky Way Mechanical Star God, Alrescha ||Machine | /  |God |Water | /  |Wood |6 Stars |25 |5000 |
2419 |Total Attributes:  7 |Spica ||Machine | /  |God |Wood |5 Stars |15 |5000 |
2420 |Total Attributes:  7 |Dark Plant Mechanical Star God, Spica ||Machine | /  |God |Wood | /  |Dark |6 Stars |25 |5000 |
2421 |Total Attributes:  7 |Pollux ||Machine | /  |God |Light |5 Stars |15 |5000 |
2422 |Total Attributes:  7 |Musical Winged Mechanical Star God, Pollux ||Machine | /  |God |Light | /  |Fire |6 Stars |25 |5000 |
2423 |Total Attributes:  7 |Castor ||Machine | /  |God |Dark |5 Stars |15 |5000 |
2424 |Total Attributes:  7 |Destruction Palm Mechanical Star God, Castor ||Machine | /  |God |Dark | /  |Water |6 Stars |25 |5000|
2425 |Total Attributes:  7 |Latent TAMADRA (Skill Delay Resist.) ||Awoken Material |Light |7 Stars |1 |1 |
2426 |Total Attributes:  7 |Ninja Hattori ||Attacker |Water |5 Stars |18 |1 |
2427 |Total Attributes:  7 |Ninja Hattori of the Iga School ||Attacker | /  |Physical |Water | /  |Light |6 Stars |28 |1 |
2428 |Total Attributes:  7 |Shishimaru ||Physical |Light | /  |Light |4 Stars |8 |15000 |
2429 |Total Attributes:  7 |Fire Dog Dragon, Tosawandra ||Dragon | /  |Attacker |Fire |5 Stars |18 |10 |
2430 |Total Attributes:  7 |Water Dog Dragon, Tosabowdra ||Dragon | /  |Attacker |Water |5 Stars |18 |10 |
2431 |Total Attributes:  7 |Wood Dog Dragon, Shibawandra ||Dragon | /  |Balanced |Wood |5 Stars |18 |10 |
2432 |Total Attributes:  7 |Shadow Dog Dragon, Shibabowdra ||Dragon | /  |Balanced |Dark |5 Stars |18 |10 |
2433 |Total Attributes:  7 |Dark Dog Dragon, Chinwandra ||Dragon | /  |Healer |Dark |5 Stars |18 |10 |
2434 |Total Attributes:  7 |Light Dog Dragon, Chinbowdra ||Dragon | /  |Healer |Light |5 Stars |18 |10 |
2435 |Total Attributes:  7 |Fire Shibamaru ||Balanced |Fire |3 Stars |8 |1 |
2436 |Total Attributes:  7 |Water Shibamaru ||Balanced |Water |3 Stars |8 |1 |
2437 |Total Attributes:  7 |Wood Shibamaru ||Balanced |Wood |3 Stars |8 |1 |
2438 |Total Attributes:  7 |Light Shibamaru ||Balanced |Light |3 Stars |8 |1 |
2439 |Total Attributes:  7 |Dark Shibamaru ||Balanced |Dark |3 Stars |8 |1 |
2440 |Total Attributes:  7 |Orange Dragonbound, Saria ||Dragon |Light |5 Stars |30 |15000 |
2441 |Total Attributes:  7 |Judging-Claw Orange Dragonbound, Saria ||Dragon | /  |Physical |Light | /  |Fire |6 Stars |50 |15000 |
2442 |Total Attributes:  7 |Blue Dragonbound, Ryune ||Dragon |Water |6 Stars |40 |50000 |
2443 |Total Attributes:  7 |Returning-Claw Blue Dragonbound, Ryune ||Dragon | /  |Attacker |Water | /  |Dark |7 Stars |60 |50000 |
2444 |Total Attributes:  7 |Hokuto Shinken's Successor, Kenshiro ||Physical | /  |Attacker |Fire | /  |Light |7 Stars |32 |5000 |
2445 |Total Attributes:  7 |The Greatest Enemy, Raoh ||Devil | /  |Attacker |Fire | /  |Dark |7 Stars |32 |5000 |
2446 |Total Attributes:  7 |Yuria ||Healer |Light |6 Stars |12 |15000 |
2447 |Total Attributes:  7 |Last Nanto General, Yuria ||Healer |Light | /  |Light |7 Stars |22 |15000 |
2448 |Total Attributes:  7 |Juza ||Attacker |Light |4 Stars |10 |3000 |
2449 |Total Attributes:  7 |Five Stars of Nanto, Juza of the Clouds ||Attacker |Light | /  |Water |5 Stars |20 |3000 |
2450 |Total Attributes:  7 |Fudo ||Physical |Wood |4 Stars |10 |3000 |
2451 |Total Attributes:  7 |Five Stars of Nanto, Fudo of the Mountains ||Physical |Wood | /  |Wood |5 Stars |20 |3000 |
2452 |Total Attributes:  7 |Rihaku ||Balanced |Water |4 Stars |10 |3000 |
2453 |Total Attributes:  7 |Five Stars of Nanto, Rihaku of the Ocean ||Balanced |Water | /  |Water |5 Stars |20 |3000 |
2454 |Total Attributes:  7 |Kenshiro TAMADRA ||Enhance Material |Fire |4 Stars |1 |1 |
2455 |Total Attributes:  7 |Yuria TAMADRA ||Enhance Material |Light |4 Stars |1 |1 |
2456 |Total Attributes:  7 |Toki TAMADRA ||Enhance Material |Water |4 Stars |1 |1 |
2457 |Total Attributes:  7 |Inuyasha ||Attacker | /  |Devil |Fire |6 Stars |15 |6000 |
2458 |Total Attributes:  7 |Half-Demon Boy, Inuyasha ||Attacker | /  |Devil |Fire | /  |Light |7 Stars |25 |6000 |
2459 |Total Attributes:  7 |Mysteries of Tessaiga, Inuyasha ||Attacker | /  |Devil |Fire | /  |Light |8 Stars |35 |6000 |
2460 |Total Attributes:  7 |Higurashi Kagome ||Healer |Wood |4 Stars |10 |3000 |
2461 |Total Attributes:  7 |Miko's Strength, Higurashi Kagome ||Healer | /  |Attacker |Wood | /  |Light |5 Stars |20 |3000 |
2462 |Total Attributes:  7 |Lum ||Attacker |Light |5 Stars |12 |4000 |
2463 |Total Attributes:  7 |Oni Alien, Lum ||Attacker | /  |Physical |Light | /  |Wood |6 Stars |22 |4000 |
2464 |Total Attributes:  7 |Aotsuki Ushio and Tora ||Physical | /  |Devil |Light |6 Stars |15 |6000 |
2465 |Total Attributes:  7 |Ushio & Tora ||Physical | /  |Devil |Light | /  |Fire |7 Stars |25 |6000 |
2466 |Total Attributes:  7 |Inasa Kirio & Kuin ||Attacker |Dark |4 Stars |10 |3000 |
2467 |Total Attributes:  7 |Kirio and Kuin ||Attacker |Dark | /  |Water |5 Stars |20 |3000 |
2468 |Total Attributes:  7 |Hanabishi Recca ||Attacker | /  |Dragon |Fire |5 Stars |12 |4000 |
2469 |Total Attributes:  7 |Flame Master, Hanabishi Recca ||Attacker | /  |Dragon |Fire | /  |Fire |6 Stars |22 |4000 |
2470 |Total Attributes:  7 |Kirisawa Fuko ||Attacker |Wood |4 Stars |10 |3000 |
2471 |Total Attributes:  7 |Madogu Genius, Kirisawa Fuko ||Attacker |Wood | /  |Wood |5 Stars |20 |3000 |
2472 |Total Attributes:  7 |Aladdin ||Balanced | /  |God |Light |5 Stars |12 |4000 |
2473 |Total Attributes:  7 |Magician of Creation, Aladdin ||Balanced | /  |God |Light | /  |Light |6 Stars |22 |4000 |
2474 |Total Attributes:  7 |Alibaba ||Attacker |Fire |5 Stars |12 |4000 |
2475 |Total Attributes:  7 |The King Vessel, Alibaba ||Attacker | /  |Devil |Fire | /  |Light |6 Stars |22 |4000 |
2476 |Total Attributes:  7 |Morgiana ||Attacker |Fire |4 Stars |10 |3000 |
2477 |Total Attributes:  7 |Household Vessel Bearer, Morgiana ||Attacker | /  |Physical |Fire | /  |Fire |5 Stars |20 |3000 |
2478 |Total Attributes:  7 |Judar ||Attacker |Dark |4 Stars |11 |1 |
2479 |Total Attributes:  7 |Depraved Magi, Judar ||Attacker |Dark | /  |Water |5 Stars |21 |1 |
2480 |Total Attributes:  7 |Tendo Jigoku ||Devil |Fire |4 Stars |11 |1 |
2481 |Total Attributes:  7 |Final Form, Tendo Jigoku ||Devil |Fire | /  |Dark |5 Stars |21 |1 |
2482 |Total Attributes:  7 |Naraku ||Devil |Dark |4 Stars |11 |1 |
2483 |Total Attributes:  7 |New Form, Naraku ||Devil |Dark | /  |Wood |5 Stars |21 |1 |
2484 |Total Attributes:  7 |Hakumen no Mono ||Devil |Water |4 Stars |11 |10 |
2485 |Total Attributes:  7 |Incarnation of Evil, Hakumen no Mono ||Devil |Water | /  |Dark |5 Stars |21 |10 |
2486 |Total Attributes:  7 |Tora ||Devil |Light | /  |Dark |5 Stars |12 |1 |
2487 |Total Attributes:  7 |Inuyasha, 1st Volume ||Enhance Material |Fire |4 Stars |1 |1 |
2488 |Total Attributes:  7 |Flame of Recca, 1st Volume ||Enhance Material |Fire |4 Stars |1 |1 |
2489 |Total Attributes:  7 |Magi, 1st Volume ||Enhance Material |Light |4 Stars |1 |1 |
2490 |Total Attributes:  7 |Magi, 2nd Volume ||Enhance Material |Fire |4 Stars |1 |1 |
2491 |Total Attributes:  7 |Ushio & Tora, 1st Volume ||Enhance Material |Light |4 Stars |1 |1 |
2492 |Total Attributes:  7 |Urusei Yatsura, 1st Volume ||Enhance Material |Light |4 Stars |1 |1 |
2493 |Total Attributes:  7 |Protective Star Angel, Rozuel ||God | /  |Attacker |Fire | /  |Water |7 Stars |40 |5000 |
2494 |Total Attributes:  7 |Patrolling Star Angel, Famiel ||God | /  |Healer |Water | /  |Light |7 Stars |40 |5000 |
2495 |Total Attributes:  7 |Demon Destroying Star Angel, Ruel ||God | /  |Devil |Wood | /  |Dark |7 Stars |40 |5000 |
2496 |Total Attributes:  7 |Gleaming Axe Star Angel, Ariel ||God | /  |Attacker |Light | /  |Fire |7 Stars |40 |5000 |
2497 |Total Attributes:  7 |Dark Bell Star Angel, Lumiel ||God | /  |Devil |Dark | /  |Water |7 Stars |40 |5000 |
2498 |Total Attributes:  7 |Scorching Dragon Angel, Uriel ||God | /  |Dragon | /  |Healer |Fire | /  |Fire |8 Stars |50 |5000 |
2499 |Total Attributes:  7 |Divinized Archangel, Gabriel ||God | /  |Healer | /  |Attacker |Water | /  |Water |8 Stars |50 |5000 |
2500 |Total Attributes:  7 |Archangel of Annihilation, Michael ||God | /  |Attacker | /  |Healer |Wood | /  |Wood |8 Stars |50 |5000 |
2501 |Total Attributes:  7 |Archangel of Creation, Raphael ||God | /  |Healer | /  |Physical |Light | /  |Fire |8 Stars |50 |5000|
2502 |Total Attributes:  7 |Seraph of Corruption, Lucifer ||God | /  |Balanced | /  |Devil |Dark | /  |Water |8 Stars |50 |5000 |
2503 |Total Attributes:  7 |Explosive Demon Lord, Belial ||Devil | /  |Physical | /  |Attacker |Fire | /  |Fire |8 Stars |50 |5000 |
2504 |Total Attributes:  7 |Resolved Demon Lord, Amon ||Devil | /  |Physical | /  |Healer |Water | /  |Light |8 Stars |50 |5000 |
2505 |Total Attributes:  7 |Awoken Astaroth ||Devil | /  |Healer |Wood | /  |Light |7 Stars |40 |5000 |
2506 |Total Attributes:  7 |King's Gaze Demon Lord, Baal ||Devil | /  |Attacker | /  |Healer |Light | /  |Dark |8 Stars |50 |5000|
2507 |Total Attributes:  7 |Awoken Archdemon Lucifer ||Devil | /  |God |Dark | /  |Light |7 Stars |40 |5000 |
2508 |Total Attributes:  7 |Green Dragonbound, Sylvie ||Dragon |Wood |6 Stars |40 |50000 |
2509 |Total Attributes:  7 |Cutting-Claw Green Dragonbound, Sylvie ||Dragon | /  |Attacker |Wood | /  |Light |7 Stars |60 |50000 |
2510 |Total Attributes:  7 |Astral Bell Kirin Princess, Sakuya ||God | /  |Healer |Light | /  |Fire |8 Stars |45 |15000 |
2511 |Total Attributes:  7 |Mistress of the Sanctuary, Kali ||God | /  |Dragon |Fire | /  |Dark |8 Stars |70 |15000 |
2512 |Total Attributes:  7 |Holy Night Red Dragon Caller, Sonia ||Dragon | /  |Devil |Fire | /  |Wood |8 Stars |70 |15000 |
2513 |Total Attributes:  7 |Snow Star Byakko, Haku ||God | /  |Dragon |Dark | /  |Fire |6 Stars |25 |6000 |
2514 |Total Attributes:  7 |Lively Banquet Dragon Hero, Liu Bei ||Dragon | /  |Attacker |Fire | /  |Wood |7 Stars |35 |15000 |
2515 |Total Attributes:  7 |Holy Rites Mistress, Echidna ||Healer |Fire | /  |Wood |4 Stars |20 |3000 |
2516 |Total Attributes:  7 |Enchantress of the Sanctuary, Siren ||Healer |Water | /  |Fire |4 Stars |20 |3000 |
2517 |Total Attributes:  7 |Christmas Tree Spirit, Alraune ||Healer |Wood | /  |Fire |4 Stars |20 |3000 |
2518 |Total Attributes:  7 |Sanctuary Messenger, Archangel ||Healer |Light | /  |Fire |4 Stars |20 |3000 |
2519 |Total Attributes:  7 |Holy Night Witch, Lilith ||Healer |Dark | /  |Fire |4 Stars |20 |3000 |
2520 |Total Attributes:  7 |Sightseeing Sorceress, Ars Paulina ||Physical | /  |Devil |Water | /  |Fire |4 Stars |20 |3000 |
2521 |Total Attributes:  7 |Festival Sage Treant ||Physical |Wood |3 Stars |12 |1 |
2522 |Total Attributes:  7 |Beast of the Sanctuary, Minotaur ||Attacker |Fire |3 Stars |12 |1 |
2523 |Total Attributes:  7 |Santa Claus ||God | /  |Dragon |Light | /  |Fire |5 Stars |30 |20 |
2524 |Total Attributes:  7 |Holy Night Messenger, Santa Claus ||God | /  |Dragon |Light | /  |Fire |6 Stars |40 |20 |
2525 |Total Attributes:  7 |Machine Hera ||Machine |Dark |7 Stars |100 |99 |
2526 |Total Attributes:  7 |Awoken Machine Hera ||Machine |Dark |8 Stars |150 |99 |
2527 |Total Attributes:  7 |Machine Zeus ||Machine |Light |7 Stars |100 |99 |
2528 |Total Attributes:  7 |Awoken Machine Zeus ||Machine |Light |8 Stars |150 |99 |
2529 |Total Attributes:  7 |Blue Earth Armor Dragon, Caph ||Machine | /  |Dragon |Wood | /  |Water |5 Stars |20 |1 |
2530 |Total Attributes:  7 |Dark Crimson Armor Dragon, Ruchbah ||Machine | /  |Dragon |Dark | /  |Fire |5 Stars |20 |1 |
2531 |Total Attributes:  7 |Green Flame Armor Dragon, Shedir ||Machine | /  |Dragon |Fire | /  |Wood |5 Stars |20 |1 |
2532 |Total Attributes:  7 |Yellow Ice Armor Dragon, Tsih ||Machine | /  |Dragon |Water | /  |Light |5 Stars |20 |1 |
2533 |Total Attributes:  7 |Excursion Dancing Goddess, Amaterasu Ohkami ||God | /  |Healer |Light | /  |Water |8 Stars |35 |25000|
2534 |Total Attributes:  7 |Crimson Sun Longevity Dragon Caller, Kanna ||Dragon | /  |God |Light | /  |Fire |8 Stars |60 |25000 |
2535 |Total Attributes:  7 |First Sunrise Princess Suzaku, Leilan ||God | /  |Dragon |Fire | /  |Light |6 Stars |25 |6000 |
2536 |Total Attributes:  7 |Long-Standing Desire God-Emperor, Yamato Takeru ||God | /  |Dragon |Fire | /  |Light |7 Stars |35 |15000 |
2537 |Total Attributes:  7 |Year's First Dream God of Luck, Horus ||God | /  |Attacker |Fire | /  |Light |7 Stars |35 |15000 |
2538 |Total Attributes:  7 |First Sunshine's Shadow, Hattori Hanzo ||Attacker | /  |Devil |Light | /  |Dark |5 Stars |25 |5000 |
2539 |Total Attributes:  7 |Shinto Deity's Blossom, Kaguya-Hime ||Healer | /  |God |Light | /  |Wood |4 Stars |20 |3000 |
2540 |Total Attributes:  7 |Traditional Daruma, Grand Tengu ||Physical | /  |Devil |Wood | /  |Light |4 Stars |20 |3000 |
2541 |Total Attributes:  7 |Guardian of Good Fortune, Medjedra ||God | /  |Balanced |Wood | /  |Light |4 Stars |20 |3000 |
2542 |Total Attributes:  7 |Yamatogoto Playing God, Sandalphon ||God | /  |Healer |Light | /  |Water |4 Stars |20 |3000 |
2543 |Total Attributes:  7 |Shinto Shrine's Dragon Knight, Himiko ||Dragon | /  |Healer |Fire | /  |Light |5 Stars |25 |10 |
2544 |Total Attributes:  7 |Prayer's Sacred Bird, Yatagarasu ||Enhance Material |Light |3 Stars |8 |1 |
2545 |Total Attributes:  7 |A-Gyo ||God |Light |3 Stars |8 |1 |
2546 |Total Attributes:  7 |Un-Gyo ||God |Dark |3 Stars |8 |1 |
2547 |Total Attributes:  7 |Mugamazake ||Dragon |Light |3 Stars |8 |1 |
2548 |Total Attributes:  7 |Yamatsumi ||God |Wood |5 Stars |30 |20 |
2549 |Total Attributes:  7 |Awoken Yamatsumi ||God | /  |Physical |Wood | /  |Light |6 Stars |40 |20 |
2550 |Total Attributes:  7 |Takemikazuchi ||God | /  |Balanced |Light |5 Stars |30 |20 |
2551 |Total Attributes:  7 |Awoken Takemikazuchi ||God | /  |Balanced |Light | /  |Water |6 Stars |40 |20 |
2552 |Total Attributes:  7 |Denebola ||Machine | /  |God |Fire |5 Stars |15 |5000 |
2553 |Total Attributes:  7 |Sharp Cane Mechanical Star God, Denebola ||Machine | /  |God |Fire | /  |Wood |6 Stars |25 |5000 |
2554 |Total Attributes:  7 |Acubens ||Machine | /  |God |Water |5 Stars |15 |5000 |
2555 |Total Attributes:  7 |Pincers Mechanical Star God, Acubens ||Machine | /  |God |Water | /  |Fire |6 Stars |25 |5000 |
2556 |Total Attributes:  7 |Algedi ||Machine | /  |God |Wood |5 Stars |15 |5000 |
2557 |Total Attributes:  7 |Quick Blade Mechanical Star God, Algedi ||Machine | /  |God |Wood | /  |Light |6 Stars |25 |5000 |
2558 |Total Attributes:  7 |Alcyone ||Machine | /  |God |Light |5 Stars |15 |5000 |
2559 |Total Attributes:  7 |Waking Up Mechanical Star God, Alcyone ||Machine | /  |God |Light | /  |Water |6 Stars |25 |5000 |
2560 |Total Attributes:  7 |Hamal ||Machine | /  |God |Dark |5 Stars |15 |5000 |
2561 |Total Attributes:  7 |Dream Scythe Mechanical Star God, Hamal ||Machine | /  |God |Dark | /  |Wood |6 Stars |25 |5000 |
2562 |Total Attributes:  7 |Australis ||Machine | /  |God |Wood |5 Stars |30 |15000 |
2563 |Total Attributes:  7 |Destroying Bow Steel Star God, Australis ||Machine | /  |God |Wood | /  |Water |6 Stars |50 |15000 |
2564 |Total Attributes:  7 |Scheat ||Machine | /  |God |Water |6 Stars |40 |50000 |
2565 |Total Attributes:  7 |Protecting Vials Steel Star Goddess, Scheat ||Machine | /  |God |Water | /  |Fire |7 Stars |60 |50000|
2566 |Total Attributes:  7 |Ancestral Blue Dragon Caller, Sonia ||Dragon | /  |Physical |Water | /  |Dark |8 Stars |70 |50000 |
2567 |Total Attributes:  7 |Past Life Jade Dragon Caller, Sonia ||Dragon | /  |Balanced |Wood | /  |Dark |8 Stars |70 |50000 |
2568 |Total Attributes:  7 |Guardian of the Sacred City, Athena Another ||God | /  |Attacker |Light | /  |Wood |7 Stars |60 |15000 |
2569 |Total Attributes:  7 |Green Gleaming Star Kirin, Sakuya Another ||God | /  |Physical | /  |Dragon |Light | /  |Wood |8 Stars |45 |15000 |
2570 |Total Attributes:  7 |Marvelous Red Dragon Caller, Sonia Another ||Dragon | /  |Devil |Fire | /  |Dark |7 Stars |60 |15000 |
2571 |Total Attributes:  7 |Holy Radiant Sky Goddess, Hikari ||Healer | /  |God |Light | /  |Light |6 Stars |30 |1 |
2572 |Total Attributes:  7 |Baby PreDRA ||Vendor |Light |2 Stars |1 |100 |
2574 |Total Attributes:  7 |Osechi Party Fox, Mitsuki ||Healer | /  |Attacker |Fire | /  |Light |5 Stars |25 |4000 |
2575 |Total Attributes:  7 |Ancient Fire Dragon, Anomalocaris ||Dragon | /  |Machine |Fire |5 Stars |20 |10 |
2576 |Total Attributes:  7 |Ancient Wood Dragon, Anomalocaris ||Dragon | /  |Machine |Wood |5 Stars |20 |10 |
2577 |Total Attributes:  7 |Ancient Flame Dragon, Ammonite ||Dragon | /  |Machine |Fire |5 Stars |20 |10 |
